EVENT,RedFighter vs. BlueFighter,FIGHTER,KD,SUB.ATT,REV.,SIG.STR._LANDED,SIG.STR._ATTEMPTS,TOTAL STR._LANDED,TOTAL STR._ATTEMPTS,TD_LANDED,TD_ATTEMPTS,HEAD_LANDED,HEAD_ATTEMPTS,BODY_LANDED,BODY_ATTEMPTS,LEG_LANDED,LEG_ATTEMPTS,DISTANCE_LANDED,DISTANCE_ATTEMPTS,CLINCH_LANDED,CLINCH_ATTEMPTS,GROUND_LANDED,GROUND_ATTEMPTS,TOTAL CTRL IN SEC,ROUND,RedFighter,BlueFighter,CleanEvent,Date
ufc 140: jones vs machida,Mark Bocek vs. Nik Lentz,Mark Bocek,0,0,0,46,85,102,143,5,7,23,59,16,19,7,7,12,25,7,7,27,53,0,3,Mark Bocek,Nik Lentz,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Mark Bocek vs. Nik Lentz,Nik Lentz,0,3,0,10,31,123,145,0,0,9,27,1,3,0,1,5,26,4,4,1,1,0,3,Mark Bocek,Nik Lentz,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Mark Hominick vs. Chan Sung Jung,Chan Sung Jung,1,0,0,6,10,6,10,0,0,6,10,0,0,0,0,1,2,0,0,5,8,0,1,Mark Hominick,Chan Sung Jung,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Mark Hominick vs. Chan Sung Jung,Mark Hominick,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Mark Hominick,Chan Sung Jung,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Mitch Clarke vs. John Cholish,John Cholish,0,0,2,55,80,69,95,1,6,42,63,3,7,10,10,35,55,3,3,17,22,0,2,Mitch Clarke,John Cholish,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Mitch Clarke vs. John Cholish,Mitch Clarke,0,0,0,17,131,25,139,0,3,10,120,2,4,5,7,14,122,3,9,0,0,0,2,Mitch Clarke,John Cholish,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Rich Attonito vs. Jake Hecht,Jake Hecht,0,0,0,33,47,44,59,0,1,27,38,3,5,3,4,6,16,1,2,26,29,0,2,Rich Attonito,Jake Hecht,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Rich Attonito vs. Jake Hecht,Rich Attonito,0,0,0,17,27,42,56,1,2,13,22,3,4,1,1,4,6,0,1,13,20,0,2,Rich Attonito,Jake Hecht,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Tito Ortiz vs. Rogerio Nogueira,Rogerio Nogueira,1,0,0,54,90,80,119,0,0,26,59,28,31,0,0,2,15,15,21,37,54,0,1,Tito Ortiz,Rogerio Nogueira,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Tito Ortiz vs. Rogerio Nogueira,Tito Ortiz,0,0,0,9,17,13,21,0,1,7,14,2,3,0,0,4,10,5,7,0,0,0,1,Tito Ortiz,Rogerio Nogueira,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Walel Watson vs. Yves Jabouin,Walel Watson,0,2,1,47,163,60,178,0,1,21,112,11,22,15,29,41,157,3,3,3,3,0,3,Walel Watson,Yves Jabouin,ufc 140 jones vs machida,10-Dec-11
ufc 140: jones vs machida,Walel Watson vs. Yves Jabouin,Yves Jabouin,0,0,0,33,90,33,90,2,6,9,47,5,11,19,32,32,88,1,2,0,0,0,3,Walel Watson,Yves Jabouin,ufc 140 jones vs machida,10-Dec-11
ufc 141: lesnar vs overeem,Anthony Njokuani vs. Danny Castillo,Anthony Njokuani,0,1,1,44,98,67,122,0,2,22,70,15,21,7,7,34,84,10,14,0,0,0,3,Anthony Njokuani,Danny Castillo,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Anthony Njokuani vs. Danny Castillo,Danny Castillo,0,0,0,33,71,59,102,6,18,11,45,4,6,18,20,8,43,24,25,1,3,0,3,Anthony Njokuani,Danny Castillo,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Brock Lesnar vs. Alistair Overeem,Alistair Overeem,1,0,0,19,24,20,25,0,0,11,16,8,8,0,0,4,4,11,11,4,9,0,1,Brock Lesnar,Alistair Overeem,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Brock Lesnar vs. Alistair Overeem,Brock Lesnar,0,0,0,6,18,8,20,0,1,3,14,1,1,2,3,5,17,1,1,0,0,0,1,Brock Lesnar,Alistair Overeem,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Dong Hyun Kim vs. Sean Pierson,Dong Hyun Kim,1,0,0,53,124,61,134,2,4,28,89,5,6,20,29,50,119,2,2,1,3,0,3,Dong Hyun Kim,Sean Pierson,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Dong Hyun Kim vs. Sean Pierson,Sean Pierson,0,0,0,32,121,54,145,0,2,18,101,4,7,10,13,25,112,5,7,2,2,0,3,Dong Hyun Kim,Sean Pierson,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Jacob Volkmann vs. Efrain Escudero,Efrain Escudero,0,4,0,7,18,53,64,0,0,5,14,1,2,1,2,2,12,4,5,1,1,0,3,Jacob Volkmann,Efrain Escudero,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Jacob Volkmann vs. Efrain Escudero,Jacob Volkmann,0,2,0,17,35,85,108,3,9,13,26,3,3,1,6,3,17,1,1,13,17,0,3,Jacob Volkmann,Efrain Escudero,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Jon Fitch vs. Johny Hendricks,Johny Hendricks,1,0,0,2,2,2,2,0,0,2,2,0,0,0,0,1,1,0,0,1,1,0,1,Jon Fitch,Johny Hendricks,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Jon Fitch vs. Johny Hendricks,Jon Fitch,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Jon Fitch,Johny Hendricks,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Manvel Gamburyan vs. Diego Nunes,Diego Nunes,0,0,0,42,91,42,91,0,0,9,44,13,22,20,25,34,80,8,11,0,0,0,3,Manvel Gamburyan,Diego Nunes,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Manvel Gamburyan vs. Diego Nunes,Manvel Gamburyan,0,0,0,19,56,25,63,2,17,12,46,3,6,4,4,7,38,9,15,3,3,0,3,Manvel Gamburyan,Diego Nunes,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Nam Phan vs. Jimy Hettes,Jimy Hettes,0,2,0,81,115,221,275,11,20,69,102,11,12,1,1,13,26,8,11,60,78,0,3,Nam Phan,Jimy Hettes,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Nam Phan vs. Jimy Hettes,Nam Phan,0,0,0,16,42,25,52,0,0,11,34,4,7,1,1,14,37,1,2,1,3,0,3,Nam Phan,Jimy Hettes,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Nate Diaz vs. Donald Cerrone,Donald Cerrone,0,0,0,96,182,104,193,0,0,56,136,23,26,17,20,84,168,12,14,0,0,0,3,Nate Diaz,Donald Cerrone,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Nate Diaz vs. Donald Cerrone,Nate Diaz,0,0,0,238,362,260,391,0,2,199,315,37,45,2,2,228,345,10,17,0,0,0,3,Nate Diaz,Donald Cerrone,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Ross Pearson vs. Junior Assuncao,Junior Assuncao,0,0,0,43,69,50,77,3,18,32,52,8,12,3,5,32,53,10,13,1,3,0,3,Ross Pearson,Junior Assuncao,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Ross Pearson vs. Junior Assuncao,Ross Pearson,0,0,0,52,89,87,127,1,1,28,55,16,23,8,11,39,71,13,18,0,0,0,3,Ross Pearson,Junior Assuncao,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Vladimir Matyushenko vs. Alexander Gustafsson,Alexander Gustafsson,1,0,0,10,21,14,26,0,0,7,17,1,1,2,3,6,15,0,0,4,6,0,1,Vladimir Matyushenko,Alexander Gustafsson,ufc 141 lesnar vs overeem,30-Dec-11
ufc 141: lesnar vs overeem,Vladimir Matyushenko vs. Alexander Gustafsson,Vladimir Matyushenko,0,0,0,5,8,7,11,0,0,4,7,1,1,0,0,5,8,0,0,0,0,0,1,Vladimir Matyushenko,Alexander Gustafsson,ufc 141 lesnar vs overeem,30-Dec-11
ufc 142: aldo vs mendes,Edson Barboza vs. Terry Etim,Edson Barboza,1,0,0,47,129,47,129,0,0,14,61,10,36,23,32,43,125,4,4,0,0,0,3,Edson Barboza,Terry Etim,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Edson Barboza vs. Terry Etim,Terry Etim,0,0,0,26,105,26,105,2,6,15,91,3,5,8,9,24,103,2,2,0,0,0,3,Edson Barboza,Terry Etim,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Erick Silva vs. Carlo Prater,Carlo Prater,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Erick Silva,Carlo Prater,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Erick Silva vs. Carlo Prater,Erick Silva,0,0,0,8,10,12,15,0,0,7,9,1,1,0,0,1,2,0,0,7,8,0,1,Erick Silva,Carlo Prater,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Felipe Arantes vs. Antonio Carvalho,Antonio Carvalho,0,0,0,37,153,65,185,0,3,21,131,8,12,8,10,30,140,4,6,3,7,0,3,Felipe Arantes,Antonio Carvalho,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Felipe Arantes vs. Antonio Carvalho,Felipe Arantes,0,0,0,53,122,72,144,0,0,36,100,9,11,8,11,47,110,2,5,4,7,0,3,Felipe Arantes,Antonio Carvalho,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Gabriel Gonzaga vs. Ednaldo Oliveira,Ednaldo Oliveira,0,0,0,0,14,0,14,0,0,0,12,0,2,0,0,0,14,0,0,0,0,0,1,Gabriel Gonzaga,Ednaldo Oliveira,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Gabriel Gonzaga vs. Ednaldo Oliveira,Gabriel Gonzaga,0,1,0,2,7,4,9,2,2,0,5,2,2,0,0,1,6,0,0,1,1,0,1,Gabriel Gonzaga,Ednaldo Oliveira,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Iuri Alcantara vs. Michihiro Omigawa,Iuri Alcantara,0,2,0,60,137,101,181,0,0,46,121,13,15,1,1,44,121,2,2,14,14,0,3,Iuri Alcantara,Michihiro Omigawa,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Iuri Alcantara vs. Michihiro Omigawa,Michihiro Omigawa,0,0,1,24,48,74,107,1,4,20,42,4,6,0,0,23,47,1,1,0,0,0,3,Iuri Alcantara,Michihiro Omigawa,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Jose Aldo vs. Chad Mendes,Chad Mendes,0,0,0,13,23,18,28,0,7,1,9,1,1,11,13,9,19,4,4,0,0,0,1,Jose Aldo,Chad Mendes,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Jose Aldo vs. Chad Mendes,Jose Aldo,1,0,0,11,23,15,27,0,0,6,14,1,1,4,8,7,18,1,2,3,3,0,1,Jose Aldo,Chad Mendes,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Ricardo Funch vs. Mike Pyle,Mike Pyle,1,0,0,11,24,14,27,0,0,6,19,3,3,2,2,6,16,2,2,3,6,0,1,Ricardo Funch,Mike Pyle,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Ricardo Funch vs. Mike Pyle,Ricardo Funch,0,0,0,2,8,4,10,0,0,1,6,0,1,1,1,2,8,0,0,0,0,0,1,Ricardo Funch,Mike Pyle,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Rousimar Palhares vs. Mike Massenzio,Mike Massenzio,0,0,0,0,6,0,6,0,0,0,5,0,0,0,1,0,6,0,0,0,0,0,1,Rousimar Palhares,Mike Massenzio,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Rousimar Palhares vs. Mike Massenzio,Rousimar Palhares,0,1,0,4,8,4,8,0,1,0,3,0,0,4,5,4,7,0,1,0,0,0,1,Rousimar Palhares,Mike Massenzio,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Thiago Tavares vs. Sam Stout,Sam Stout,0,0,0,45,172,52,179,0,0,18,137,22,27,5,8,40,165,5,7,0,0,0,3,Thiago Tavares,Sam Stout,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Thiago Tavares vs. Sam Stout,Thiago Tavares,0,0,0,50,128,57,136,2,11,22,92,24,30,4,6,49,127,1,1,0,0,0,3,Thiago Tavares,Sam Stout,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Vitor Belfort vs. Anthony Johnson,Anthony Johnson,0,0,0,4,16,14,28,2,8,3,14,1,1,0,1,3,11,0,1,1,4,0,1,Vitor Belfort,Anthony Johnson,ufc 142 aldo vs mendes,14-Jan-12
ufc 142: aldo vs mendes,Vitor Belfort vs. Anthony Johnson,Vitor Belfort,0,1,0,14,29,37,54,0,0,14,28,0,1,0,0,2,10,1,6,11,13,0,1,Vitor Belfort,Anthony Johnson,ufc 142 aldo vs mendes,14-Jan-12
ufc 143: diaz vs condit,Alex Caceres vs. Edwin Figueroa,Alex Caceres,0,7,0,55,89,76,113,1,1,35,63,13,19,7,7,52,85,2,2,1,2,0,3,Alex Caceres,Edwin Figueroa,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Alex Caceres vs. Edwin Figueroa,Edwin Figueroa,1,0,0,41,81,53,95,0,0,24,59,9,13,8,9,26,58,5,5,10,18,0,3,Alex Caceres,Edwin Figueroa,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Dan Stittgen vs. Stephen Thompson,Dan Stittgen,0,0,0,8,22,8,22,0,0,0,5,1,5,7,12,8,22,0,0,0,0,0,1,Dan Stittgen,Stephen Thompson,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Dan Stittgen vs. Stephen Thompson,Stephen Thompson,1,0,0,22,38,22,38,0,0,9,23,7,9,6,6,20,36,0,0,2,2,0,1,Dan Stittgen,Stephen Thompson,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Dustin Poirier vs. Max Holloway,Dustin Poirier,0,3,0,11,25,15,29,1,3,6,19,0,1,5,5,7,21,2,2,2,2,0,1,Dustin Poirier,Max Holloway,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Dustin Poirier vs. Max Holloway,Max Holloway,0,0,0,11,32,11,32,0,0,8,26,2,5,1,1,11,30,0,2,0,0,0,1,Dustin Poirier,Max Holloway,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Ed Herman vs. Clifford Starks,Clifford Starks,0,0,1,16,36,35,61,0,0,16,36,0,0,0,0,13,32,3,4,0,0,0,2,Ed Herman,Clifford Starks,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Ed Herman vs. Clifford Starks,Ed Herman,0,2,0,28,57,53,88,2,4,10,36,14,15,4,6,13,41,15,16,0,0,0,2,Ed Herman,Clifford Starks,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Josh Koscheck vs. Mike Pierce,Josh Koscheck,0,0,0,33,95,47,110,2,3,22,84,11,11,0,0,21,81,11,13,1,1,0,3,Josh Koscheck,Mike Pierce,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Josh Koscheck vs. Mike Pierce,Mike Pierce,0,0,0,41,119,62,141,1,5,30,104,8,12,3,3,32,109,9,10,0,0,0,3,Josh Koscheck,Mike Pierce,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Matt Brown vs. Chris Cope,Chris Cope,0,0,0,20,82,24,87,0,0,8,68,5,7,7,7,16,76,4,6,0,0,0,2,Matt Brown,Chris Cope,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Matt Brown vs. Chris Cope,Matt Brown,1,0,0,48,71,48,71,1,3,24,42,15,19,9,10,35,54,9,13,4,4,0,2,Matt Brown,Chris Cope,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Matthew Riddle vs. Henry Martinez,Henry Martinez,0,0,0,67,169,70,173,0,1,50,149,3,6,14,14,67,169,0,0,0,0,0,3,Matthew Riddle,Henry Martinez,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Matthew Riddle vs. Henry Martinez,Matthew Riddle,0,0,0,74,158,112,200,2,3,30,101,30,42,14,15,63,145,1,2,10,11,0,3,Matthew Riddle,Henry Martinez,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Nick Diaz vs. Carlos Condit,Carlos Condit,0,0,0,151,320,159,329,0,0,52,192,31,41,68,87,150,318,1,2,0,0,0,5,Nick Diaz,Carlos Condit,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Nick Diaz vs. Carlos Condit,Nick Diaz,0,0,0,105,246,117,258,1,3,57,177,42,59,6,10,103,242,1,3,1,1,0,5,Nick Diaz,Carlos Condit,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Rafael Natal vs. Michael Kuiper,Michael Kuiper,1,0,1,30,62,68,100,0,0,24,52,3,4,3,6,8,26,4,12,18,24,0,3,Rafael Natal,Michael Kuiper,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Rafael Natal vs. Michael Kuiper,Rafael Natal,0,2,0,36,72,61,98,6,16,25,56,5,8,6,8,24,51,11,19,1,2,0,3,Rafael Natal,Michael Kuiper,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Renan Barao vs. Scott Jorgensen,Renan Barao,0,0,0,104,299,129,324,0,0,68,250,16,23,20,26,102,296,2,3,0,0,0,3,Renan Barao,Scott Jorgensen,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Renan Barao vs. Scott Jorgensen,Scott Jorgensen,0,0,0,73,206,82,215,0,7,52,179,14,18,7,9,72,205,1,1,0,0,0,3,Renan Barao,Scott Jorgensen,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Roy Nelson vs. Fabricio Werdum,Fabricio Werdum,0,0,0,91,136,98,145,0,1,47,88,24,27,20,21,78,121,13,15,0,0,0,3,Roy Nelson,Fabricio Werdum,ufc 143 diaz vs condit,4-Feb-12
ufc 143: diaz vs condit,Roy Nelson vs. Fabricio Werdum,Roy Nelson,0,1,0,26,69,55,99,0,0,18,60,5,5,3,4,21,59,4,9,1,1,0,3,Roy Nelson,Fabricio Werdum,ufc 143 diaz vs condit,4-Feb-12
ufc 144: edgar vs henderson,Anthony Pettis vs. Joe Lauzon,Anthony Pettis,1,0,0,9,20,9,20,0,0,8,17,0,1,1,2,6,16,0,0,3,4,0,1,Anthony Pettis,Joe Lauzon,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Anthony Pettis vs. Joe Lauzon,Joe Lauzon,0,0,0,0,8,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,1,Anthony Pettis,Joe Lauzon,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Frankie Edgar vs. Benson Henderson,Benson Henderson,0,3,0,87,264,100,277,1,1,50,212,25,32,12,20,71,240,8,11,8,13,0,5,Frankie Edgar,Benson Henderson,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Frankie Edgar vs. Benson Henderson,Frankie Edgar,0,0,0,68,190,81,204,5,12,33,132,18,37,17,21,57,177,6,6,5,7,0,5,Frankie Edgar,Benson Henderson,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Hatsu Hioki vs. Bart Palaszewski,Bart Palaszewski,0,1,0,26,78,31,84,0,0,10,45,6,10,10,23,25,77,1,1,0,0,0,3,Hatsu Hioki,Bart Palaszewski,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Hatsu Hioki vs. Bart Palaszewski,Hatsu Hioki,0,2,1,67,111,175,221,2,5,48,86,15,21,4,4,31,68,2,2,34,41,0,3,Hatsu Hioki,Bart Palaszewski,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Mark Hunt vs. Cheick Kongo,Cheick Kongo,0,0,0,5,12,5,12,0,0,2,7,2,2,1,3,4,11,1,1,0,0,0,1,Mark Hunt,Cheick Kongo,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Mark Hunt vs. Cheick Kongo,Mark Hunt,1,0,0,10,16,10,16,0,0,8,14,0,0,2,2,9,15,0,0,1,1,0,1,Mark Hunt,Cheick Kongo,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Norifumi Yamamoto vs. Vaughan Lee,Norifumi Yamamoto,0,0,0,21,49,21,49,1,2,19,45,2,4,0,0,17,40,4,9,0,0,0,1,Norifumi Yamamoto,Vaughan Lee,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Norifumi Yamamoto vs. Vaughan Lee,Vaughan Lee,1,2,0,14,30,32,48,0,1,9,24,4,5,1,1,7,22,7,8,0,0,0,1,Norifumi Yamamoto,Vaughan Lee,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Quinton Jackson vs. Ryan Bader,Quinton Jackson,0,0,0,16,39,30,53,1,4,8,29,6,8,2,2,9,31,6,6,1,2,0,3,Quinton Jackson,Ryan Bader,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Quinton Jackson vs. Ryan Bader,Ryan Bader,0,0,0,55,101,109,158,4,9,27,71,9,9,19,21,20,55,10,13,25,33,0,3,Quinton Jackson,Ryan Bader,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Riki Fukuda vs. Steve Cantwell,Riki Fukuda,0,0,0,124,242,187,310,3,6,86,190,15,21,23,31,99,193,19,37,6,12,0,3,Riki Fukuda,Steve Cantwell,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Riki Fukuda vs. Steve Cantwell,Steve Cantwell,0,1,0,47,148,49,151,1,1,29,112,12,28,6,8,33,125,14,23,0,0,0,3,Riki Fukuda,Steve Cantwell,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Takanori Gomi vs. Eiji Mitsuoka,Eiji Mitsuoka,1,1,0,32,66,34,69,1,4,31,64,0,1,1,1,32,65,0,1,0,0,0,2,Takanori Gomi,Eiji Mitsuoka,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Takanori Gomi vs. Eiji Mitsuoka,Takanori Gomi,0,0,0,48,107,95,156,0,0,34,87,11,17,3,3,31,85,10,14,7,8,0,2,Takanori Gomi,Eiji Mitsuoka,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Takeya Mizugaki vs. Chris Cariaso,Chris Cariaso,0,0,1,37,77,75,119,0,1,21,58,15,18,1,1,14,49,23,28,0,0,0,3,Takeya Mizugaki,Chris Cariaso,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Takeya Mizugaki vs. Chris Cariaso,Takeya Mizugaki,0,0,0,28,88,70,141,2,4,20,74,6,8,2,6,6,51,8,12,14,25,0,3,Takeya Mizugaki,Chris Cariaso,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Yoshihiro Akiyama vs. Jake Shields,Jake Shields,0,0,0,91,201,119,232,2,14,49,142,24,32,18,27,79,177,11,23,1,1,0,3,Yoshihiro Akiyama,Jake Shields,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Yoshihiro Akiyama vs. Jake Shields,Yoshihiro Akiyama,0,0,0,33,97,52,118,2,4,29,92,2,3,2,2,28,90,5,7,0,0,0,3,Yoshihiro Akiyama,Jake Shields,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Yushin Okami vs. Tim Boetsch,Tim Boetsch,1,1,0,42,93,47,99,0,1,36,79,3,9,3,5,26,76,11,12,5,5,0,3,Yushin Okami,Tim Boetsch,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Yushin Okami vs. Tim Boetsch,Yushin Okami,0,0,0,29,75,43,91,1,2,26,72,2,2,1,1,19,58,0,0,10,17,0,3,Yushin Okami,Tim Boetsch,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Zhang Tiequan vs. Issei Tamura,Issei Tamura,2,0,0,15,24,77,90,1,2,15,24,0,0,0,0,7,13,0,0,8,11,0,2,Zhang Tiequan,Issei Tamura,ufc 144 edgar vs henderson,26-Feb-12
ufc 144: edgar vs henderson,Zhang Tiequan vs. Issei Tamura,Zhang Tiequan,0,1,0,6,19,6,19,0,0,3,16,0,0,3,3,6,19,0,0,0,0,0,2,Zhang Tiequan,Issei Tamura,ufc 144 edgar vs henderson,26-Feb-12
ufc 145: jones vs evans,Brendan Schaub vs. Ben Rothwell,Ben Rothwell,1,0,0,8,17,8,18,0,0,6,15,2,2,0,0,5,12,2,2,1,3,0,1,Brendan Schaub,Ben Rothwell,ufc 145 jones vs evans,21-Apr-12
ufc 145: jones vs evans,Brendan Schaub vs. Ben Rothwell,Brendan Schaub,0,0,0,9,17,9,17,0,0,9,17,0,0,0,0,7,15,2,2,0,0,0,1,Brendan Schaub,Ben Rothwell,ufc 145 jones vs evans,21-Apr-12
ufc 145: jones vs evans,John Makdessi vs. Anthony Njokuani,Anthony Njokuani,0,0,0,73,152,75,154,0,0,29,84,23,40,21,28,71,150,2,2,0,0,0,3,John Makdessi,Anthony Njokuani,ufc 145 jones vs evans,21-Apr-12
ufc 145: jones vs evans,John Makdessi vs. Anthony Njokuani,John Makdessi,0,0,0,39,116,45,124,0,0,14,66,14,36,11,14,38,112,1,4,0,0,0,3,John Makdessi,Anthony Njokuani,ufc 145 jones vs evans,21-Apr-12
ufc 145: jones vs evans,Jon Jones vs. Rashad Evans,Jon Jones,0,0,0,105,214,116,228,1,2,68,154,19,37,18,23,86,187,18,25,1,2,0,5,Jon Jones,Rashad Evans,ufc 145 jones vs evans,21-Apr-12
ufc 145: jones vs evans,Jon Jones vs. Rashad Evans,Rashad Evans,0,0,0,45,151,49,155,0,4,16,104,13,27,16,20,39,137,6,11,0,3,0,5,Jon Jones,Rashad Evans,ufc 145 jones vs evans,21-Apr-12
ufc 145: jones vs evans,Keith Wisniewski vs. Chris Clements,Chris Clements,2,0,0,68,123,86,144,0,2,38,85,14,21,16,17,49,99,8,11,11,13,0,3,Keith Wisniewski,Chris Clements,ufc 145 jones vs evans,21-Apr-12
