EVENT,RedFighter vs. BlueFighter,FIGHTER,KD,SUB.ATT,REV.,SIG.STR._LANDED,SIG.STR._ATTEMPTS,TOTAL STR._LANDED,TOTAL STR._ATTEMPTS,TD_LANDED,TD_ATTEMPTS,HEAD_LANDED,HEAD_ATTEMPTS,BODY_LANDED,BODY_ATTEMPTS,LEG_LANDED,LEG_ATTEMPTS,DISTANCE_LANDED,DISTANCE_ATTEMPTS,CLINCH_LANDED,CLINCH_ATTEMPTS,GROUND_LANDED,GROUND_ATTEMPTS,TOTAL CTRL IN SEC,ROUND,RedFighter,BlueFighter,CleanEvent,Date
ufc fight night: shields vs ellenberger,Matthew Riddle vs. Lance Benoist,Matthew Riddle,0,0,0,26,51,96,133,4,4,10,34,15,15,1,2,1,18,8,10,17,23,0,3,Matthew Riddle,Lance Benoist,ufc fight night shields vs ellenberger,17-Sep-11
ufc fight night: shields vs ellenberger,Robert Peralta vs. Mike Lullo,Mike Lullo,0,0,0,51,129,57,135,2,13,7,70,9,15,35,44,34,108,17,21,0,0,0,3,Robert Peralta,Mike Lullo,ufc fight night shields vs ellenberger,17-Sep-11
ufc fight night: shields vs ellenberger,Robert Peralta vs. Mike Lullo,Robert Peralta,0,0,0,80,137,109,169,1,1,20,73,24,25,36,39,61,117,19,20,0,0,0,3,Robert Peralta,Mike Lullo,ufc fight night shields vs ellenberger,17-Sep-11
ufc fight night: shields vs ellenberger,TJ Waldburger vs. Mike Stumpf,Mike Stumpf,0,1,0,0,4,6,10,0,0,0,3,0,1,0,0,0,3,0,0,0,1,0,1,TJ Waldburger,Mike Stumpf,ufc fight night shields vs ellenberger,17-Sep-11
ufc fight night: shields vs ellenberger,TJ Waldburger vs. Mike Stumpf,TJ Waldburger,0,2,0,4,7,8,11,3,4,2,4,1,1,1,2,1,4,1,1,2,2,0,1,TJ Waldburger,Mike Stumpf,ufc fight night shields vs ellenberger,17-Sep-11
ufc fight night: shogun vs henderson 2,Cezar Ferreira vs. CB Dollaway,CB Dollaway,1,0,0,12,16,13,17,0,0,12,16,0,0,0,0,5,7,0,0,7,9,0,1,Cezar Ferreira,CB Dollaway,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Cezar Ferreira vs. CB Dollaway,Cezar Ferreira,0,0,0,3,8,3,8,0,0,3,8,0,0,0,0,3,8,0,0,0,0,0,1,Cezar Ferreira,CB Dollaway,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Fabio Maldonado vs. Gian Villante,Fabio Maldonado,0,0,0,132,217,150,237,0,0,100,168,31,48,1,1,125,207,6,8,1,2,0,3,Fabio Maldonado,Gian Villante,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Fabio Maldonado vs. Gian Villante,Gian Villante,0,0,0,33,92,46,108,3,12,13,68,1,5,19,19,14,64,7,12,12,16,0,3,Fabio Maldonado,Gian Villante,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Francimar Barroso vs. Hans Stringer,Francimar Barroso,0,0,0,36,67,76,114,3,8,11,35,13,18,12,14,21,44,9,13,6,10,0,3,Francimar Barroso,Hans Stringer,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Francimar Barroso vs. Hans Stringer,Hans Stringer,0,0,0,44,77,98,135,1,8,21,51,5,7,18,19,20,48,16,17,8,12,0,3,Francimar Barroso,Hans Stringer,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Godofredo Pepey vs. Noad Lahat,Godofredo Pepey,1,0,0,5,23,5,23,0,0,4,21,1,2,0,0,3,17,2,5,0,1,0,1,Godofredo Pepey,Noad Lahat,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Godofredo Pepey vs. Noad Lahat,Noad Lahat,0,0,0,11,22,12,23,0,2,5,13,3,4,3,5,7,16,4,6,0,0,0,1,Godofredo Pepey,Noad Lahat,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Jussier Formiga vs. Scott Jorgensen,Jussier Formiga,0,1,0,9,23,13,27,1,4,7,20,2,3,0,0,6,19,2,2,1,2,0,1,Jussier Formiga,Scott Jorgensen,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Jussier Formiga vs. Scott Jorgensen,Scott Jorgensen,0,0,0,6,24,9,27,0,0,5,23,0,0,1,1,6,23,0,1,0,0,0,1,Jussier Formiga,Scott Jorgensen,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Leonardo Santos vs. Norman Parke,Leonardo Santos,0,0,0,26,73,50,98,0,5,14,56,7,11,5,6,24,67,2,6,0,0,0,3,Leonardo Santos,Norman Parke,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Leonardo Santos vs. Norman Parke,Norman Parke,0,0,0,37,124,92,188,0,8,21,94,8,12,8,18,20,97,17,27,0,0,0,3,Leonardo Santos,Norman Parke,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Mauricio Rua vs. Dan Henderson,Dan Henderson,1,0,0,23,60,32,70,0,2,16,51,3,4,4,5,14,46,5,10,4,4,0,3,Mauricio Rua,Dan Henderson,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Mauricio Rua vs. Dan Henderson,Mauricio Rua,2,0,0,48,96,79,128,1,2,31,74,4,7,13,15,31,71,4,5,13,20,0,3,Mauricio Rua,Dan Henderson,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Michel Prazeres vs. Mairbek Taisumov,Mairbek Taisumov,0,0,0,26,91,40,106,0,0,16,79,6,8,4,4,23,81,3,5,0,5,0,3,Michel Prazeres,Mairbek Taisumov,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Michel Prazeres vs. Mairbek Taisumov,Michel Prazeres,1,0,0,35,67,66,106,3,11,26,58,4,4,5,5,24,53,5,7,6,7,0,3,Michel Prazeres,Mairbek Taisumov,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Ronny Markes vs. Thiago Santos,Ronny Markes,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Ronny Markes,Thiago Santos,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Ronny Markes vs. Thiago Santos,Thiago Santos,1,0,0,7,16,8,17,0,0,6,14,1,1,0,1,1,5,0,0,6,11,0,1,Ronny Markes,Thiago Santos,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Rony Jason vs. Steven Siler,Rony Jason,1,0,0,3,8,3,8,0,0,3,8,0,0,0,0,3,8,0,0,0,0,0,1,Rony Jason,Steven Siler,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Rony Jason vs. Steven Siler,Steven Siler,0,0,0,11,22,11,22,0,0,5,12,2,4,4,6,10,21,0,0,1,1,0,1,Rony Jason,Steven Siler,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Thiago Perpetuo vs. Kenny Robertson,Kenny Robertson,0,1,0,9,14,17,22,1,1,8,13,0,0,1,1,3,4,0,0,6,10,0,1,Thiago Perpetuo,Kenny Robertson,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs henderson 2,Thiago Perpetuo vs. Kenny Robertson,Thiago Perpetuo,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Thiago Perpetuo,Kenny Robertson,ufc fight night shogun vs henderson 2,23-Mar-14
ufc fight night: shogun vs sonnen,Alistair Overeem vs. Travis Browne,Alistair Overeem,2,0,0,41,66,46,71,0,1,21,44,18,20,2,2,5,11,25,37,11,18,0,1,Alistair Overeem,Travis Browne,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Alistair Overeem vs. Travis Browne,Travis Browne,1,0,0,14,27,14,27,0,0,8,19,6,7,0,1,9,21,3,4,2,2,0,1,Alistair Overeem,Travis Browne,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Brad Pickett vs. Michael McDonald,Brad Pickett,0,0,0,17,78,61,124,1,1,16,73,0,2,1,3,13,67,0,1,4,10,0,2,Brad Pickett,Michael McDonald,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Brad Pickett vs. Michael McDonald,Michael McDonald,2,2,0,51,87,54,90,0,1,44,79,4,5,3,3,43,73,5,9,3,5,0,2,Brad Pickett,Michael McDonald,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Cody Donovan vs. Ovince Saint Preux,Cody Donovan,0,0,0,10,15,18,23,0,3,2,6,8,9,0,0,1,3,9,12,0,0,0,1,Cody Donovan,Ovince Saint Preux,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Cody Donovan vs. Ovince Saint Preux,Ovince Saint Preux,0,0,0,6,11,8,13,0,0,6,11,0,0,0,0,0,3,0,1,6,7,0,1,Cody Donovan,Ovince Saint Preux,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Conor McGregor vs. Max Holloway,Conor McGregor,0,0,0,53,153,71,173,4,5,34,113,4,17,15,23,42,135,2,2,9,16,0,3,Conor McGregor,Max Holloway,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Conor McGregor vs. Max Holloway,Max Holloway,0,0,0,23,93,32,104,0,0,10,71,1,4,12,18,22,92,1,1,0,0,0,3,Conor McGregor,Max Holloway,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Diego Brandao vs. Daniel Pineda,Daniel Pineda,0,0,1,61,160,88,195,0,8,47,141,12,17,2,2,33,117,4,4,24,39,0,3,Diego Brandao,Daniel Pineda,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Diego Brandao vs. Daniel Pineda,Diego Brandao,0,0,0,42,86,64,108,8,10,31,66,9,17,2,3,35,72,1,1,6,13,0,3,Diego Brandao,Daniel Pineda,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Joe Lauzon vs. Michael Johnson,Joe Lauzon,0,0,0,25,109,28,112,0,4,24,108,1,1,0,0,23,107,2,2,0,0,0,3,Joe Lauzon,Michael Johnson,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Joe Lauzon vs. Michael Johnson,Michael Johnson,2,0,0,116,255,119,259,2,2,81,208,23,35,12,12,103,232,11,18,2,5,0,3,Joe Lauzon,Michael Johnson,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Manvel Gamburyan vs. Cole Miller,Cole Miller,0,0,0,32,112,94,175,0,0,28,105,4,7,0,0,22,101,8,9,2,2,0,3,Manvel Gamburyan,Cole Miller,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Manvel Gamburyan vs. Cole Miller,Manvel Gamburyan,0,0,0,23,62,84,126,5,7,12,45,3,7,8,10,15,47,2,4,6,11,0,3,Manvel Gamburyan,Cole Miller,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Matt Brown vs. Mike Pyle,Matt Brown,1,0,0,10,18,10,18,0,0,8,15,1,2,1,1,4,11,1,1,5,6,0,1,Matt Brown,Mike Pyle,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Matt Brown vs. Mike Pyle,Mike Pyle,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,Matt Brown,Mike Pyle,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Mauricio Rua vs. Chael Sonnen,Chael Sonnen,0,2,0,5,9,58,70,2,3,3,7,2,2,0,0,0,1,1,1,4,7,0,1,Mauricio Rua,Chael Sonnen,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Mauricio Rua vs. Chael Sonnen,Mauricio Rua,0,0,0,0,1,9,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Mauricio Rua,Chael Sonnen,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Mike Brown vs. Steven Siler,Mike Brown,0,0,0,3,3,3,3,0,0,2,2,0,0,1,1,3,3,0,0,0,0,0,1,Mike Brown,Steven Siler,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Mike Brown vs. Steven Siler,Steven Siler,1,0,0,6,16,6,17,0,0,5,15,0,0,1,1,2,8,0,0,4,8,0,1,Mike Brown,Steven Siler,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Ramsey Nijem vs. James Vick,James Vick,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ramsey Nijem,James Vick,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Ramsey Nijem vs. James Vick,Ramsey Nijem,0,0,0,0,2,0,2,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,Ramsey Nijem,James Vick,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Uriah Hall vs. John Howard,John Howard,0,1,0,33,61,92,126,2,6,10,31,6,12,17,18,18,41,10,14,5,6,0,3,Uriah Hall,John Howard,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Uriah Hall vs. John Howard,Uriah Hall,0,0,0,41,62,59,82,2,8,17,35,8,9,16,18,19,37,15,16,7,9,0,3,Uriah Hall,John Howard,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Urijah Faber vs. Iuri Alcantara,Iuri Alcantara,0,1,0,8,23,25,43,1,1,5,17,3,5,0,1,2,10,0,0,6,13,0,3,Urijah Faber,Iuri Alcantara,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs sonnen,Urijah Faber vs. Iuri Alcantara,Urijah Faber,0,0,0,54,79,127,155,4,5,53,77,1,1,0,1,3,7,0,0,51,72,0,3,Urijah Faber,Iuri Alcantara,ufc fight night shogun vs sonnen,17-Aug-13
ufc fight night: shogun vs. smith,Damian Stasiak vs. Pingyuan Liu,Damian Stasiak,0,0,0,24,49,30,55,3,8,11,29,7,11,6,9,14,37,4,4,6,8,0,3,Damian Stasiak,Pingyuan Liu,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Damian Stasiak vs. Pingyuan Liu,Pingyuan Liu,0,2,1,32,77,59,106,1,1,21,64,8,10,3,3,18,58,5,7,9,12,0,3,Damian Stasiak,Pingyuan Liu,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Danny Roberts vs. David Zawada,Danny Roberts,0,1,0,45,87,68,117,0,2,32,73,6,6,7,8,14,45,1,1,30,41,0,3,Danny Roberts,David Zawada,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Danny Roberts vs. David Zawada,David Zawada,0,5,1,33,64,63,99,2,5,21,51,10,11,2,2,18,48,10,11,5,5,0,3,Danny Roberts,David Zawada,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Davey Grant vs. Manny Bermudez,Davey Grant,0,0,0,4,6,4,6,0,0,1,2,0,1,3,3,4,6,0,0,0,0,0,1,Davey Grant,Manny Bermudez,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Davey Grant vs. Manny Bermudez,Manny Bermudez,1,2,0,3,5,3,5,0,0,3,5,0,0,0,0,2,4,0,0,1,1,0,1,Davey Grant,Manny Bermudez,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Emil Meek vs. Bartosz Fabinski,Bartosz Fabinski,0,0,0,35,48,72,91,6,9,28,40,4,5,3,3,12,19,3,4,20,25,0,3,Emil Meek,Bartosz Fabinski,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Emil Meek vs. Bartosz Fabinski,Emil Meek,0,1,0,21,65,69,115,0,0,20,60,1,5,0,0,14,56,3,5,4,4,0,3,Emil Meek,Bartosz Fabinski,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Glover Teixeira vs. Corey Anderson,Corey Anderson,0,0,0,48,97,88,140,7,19,39,87,8,9,1,1,31,69,5,16,12,12,0,3,Glover Teixeira,Corey Anderson,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Glover Teixeira vs. Corey Anderson,Glover Teixeira,0,1,0,20,46,27,54,0,4,15,39,5,7,0,0,17,42,1,2,2,2,0,3,Glover Teixeira,Corey Anderson,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Jeremy Kimball vs. Darko Stosic,Darko Stosic,0,0,0,9,16,9,17,0,0,8,12,0,2,1,2,1,5,0,0,8,11,0,1,Jeremy Kimball,Darko Stosic,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Jeremy Kimball vs. Darko Stosic,Jeremy Kimball,0,0,0,4,16,4,16,0,1,1,13,0,0,3,3,4,16,0,0,0,0,0,1,Jeremy Kimball,Darko Stosic,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Justin Ledet vs. Aleksandar Rakic,Aleksandar Rakic,1,0,0,104,144,263,317,3,4,88,122,5,5,11,17,24,42,2,4,78,98,0,3,Justin Ledet,Aleksandar Rakic,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Justin Ledet vs. Aleksandar Rakic,Justin Ledet,0,0,0,12,26,28,42,0,1,12,24,0,0,0,2,12,26,0,0,0,0,0,3,Justin Ledet,Aleksandar Rakic,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Khalid Taha vs. Nad Narimani,Khalid Taha,0,0,2,32,57,59,91,0,0,24,44,3,6,5,7,21,41,7,11,4,5,0,3,Khalid Taha,Nad Narimani,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Khalid Taha vs. Nad Narimani,Nad Narimani,0,0,0,45,69,67,97,6,11,37,56,5,10,3,3,14,32,5,7,26,30,0,3,Khalid Taha,Nad Narimani,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Marcin Tybura vs. Stefan Struve,Marcin Tybura,0,0,0,41,68,87,123,5,7,17,37,10,14,14,17,19,42,0,0,22,26,0,3,Marcin Tybura,Stefan Struve,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Marcin Tybura vs. Stefan Struve,Stefan Struve,0,0,0,31,78,33,81,0,0,20,64,3,5,8,9,27,73,3,3,1,2,0,3,Marcin Tybura,Stefan Struve,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Mauricio Rua vs. Anthony Smith,Anthony Smith,1,0,0,23,31,23,31,0,0,21,29,0,0,2,2,23,31,0,0,0,0,0,1,Mauricio Rua,Anthony Smith,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Mauricio Rua vs. Anthony Smith,Mauricio Rua,0,0,0,4,12,4,12,0,0,0,7,1,1,3,4,4,12,0,0,0,0,0,1,Mauricio Rua,Anthony Smith,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Nasrat Haqparast vs. Marc Diakiese,Marc Diakiese,0,0,0,50,220,50,220,0,4,28,194,20,24,2,2,49,218,1,2,0,0,0,3,Nasrat Haqparast,Marc Diakiese,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Nasrat Haqparast vs. Marc Diakiese,Nasrat Haqparast,1,0,0,93,198,102,208,0,2,79,180,7,11,7,7,75,170,10,11,8,17,0,3,Nasrat Haqparast,Marc Diakiese,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Nick Hein vs. Damir Hadzovic,Damir Hadzovic,1,0,0,71,155,71,155,0,0,48,127,12,17,11,11,68,152,2,2,1,1,0,3,Nick Hein,Damir Hadzovic,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Nick Hein vs. Damir Hadzovic,Nick Hein,0,0,0,43,198,43,198,0,0,32,182,8,12,3,4,43,198,0,0,0,0,0,3,Nick Hein,Damir Hadzovic,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Vitor Miranda vs. Abu Azaitar,Abu Azaitar,0,0,1,48,128,135,226,1,1,33,109,11,15,4,4,30,104,5,8,13,16,0,3,Vitor Miranda,Abu Azaitar,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: shogun vs. smith,Vitor Miranda vs. Abu Azaitar,Vitor Miranda,0,1,1,19,45,63,91,3,4,10,32,3,6,6,7,12,34,3,3,4,8,0,3,Vitor Miranda,Abu Azaitar,ufc fight night shogun vs smith,22-Jul-18
ufc fight night: silva vs bisping,Anderson Silva vs. Michael Bisping,Anderson Silva,1,0,0,75,135,75,135,0,0,47,104,15,18,13,13,69,126,4,5,2,4,0,5,Anderson Silva,Michael Bisping,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Anderson Silva vs. Michael Bisping,Michael Bisping,1,0,0,108,316,112,320,0,1,58,251,12,20,38,45,98,299,4,6,6,11,0,5,Anderson Silva,Michael Bisping,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Arnold Allen vs. Yaotzin Meza,Arnold Allen,1,0,0,31,101,40,113,4,4,20,85,5,8,6,8,16,81,6,9,9,11,0,3,Arnold Allen,Yaotzin Meza,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Arnold Allen vs. Yaotzin Meza,Yaotzin Meza,0,0,0,25,61,51,93,0,8,10,43,6,8,9,10,21,56,4,5,0,0,0,3,Arnold Allen,Yaotzin Meza,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Brad Scott vs. Krzysztof Jotko,Brad Scott,0,0,0,45,109,52,116,0,1,30,81,7,20,8,8,45,109,0,0,0,0,0,3,Brad Scott,Krzysztof Jotko,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Brad Scott vs. Krzysztof Jotko,Krzysztof Jotko,0,0,0,59,170,72,184,2,4,33,137,7,14,19,19,42,150,12,13,5,7,0,3,Brad Scott,Krzysztof Jotko,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Daniel Omielanczuk vs. Jarjis Danho,Daniel Omielanczuk,0,0,0,77,135,90,149,0,2,30,79,23,31,24,25,51,100,23,30,3,5,0,3,Daniel Omielanczuk,Jarjis Danho,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Daniel Omielanczuk vs. Jarjis Danho,Jarjis Danho,0,0,0,38,88,55,108,0,0,25,71,11,13,2,4,19,58,19,30,0,0,0,3,Daniel Omielanczuk,Jarjis Danho,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Davey Grant vs. Marlon Vera,Davey Grant,0,0,1,72,109,112,154,1,5,46,76,14,18,12,15,33,58,16,22,23,29,0,3,Davey Grant,Marlon Vera,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Davey Grant vs. Marlon Vera,Marlon Vera,0,0,0,23,66,28,72,1,6,9,46,13,19,1,1,13,48,6,8,4,10,0,3,Davey Grant,Marlon Vera,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,David Teymur vs. Martin Svensson,David Teymur,1,0,0,38,62,41,65,1,1,15,34,3,5,20,23,34,57,0,0,4,5,0,2,David Teymur,Martin Svensson,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,David Teymur vs. Martin Svensson,Martin Svensson,0,0,0,13,34,17,38,0,4,3,22,5,7,5,5,12,32,0,1,1,1,0,2,David Teymur,Martin Svensson,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Francisco Rivera vs. Brad Pickett,Brad Pickett,0,0,0,39,137,64,163,3,5,13,86,14,22,12,29,34,129,2,3,3,5,0,3,Francisco Rivera,Brad Pickett,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Francisco Rivera vs. Brad Pickett,Francisco Rivera,0,0,0,69,165,69,165,2,2,59,152,2,4,8,9,66,162,3,3,0,0,0,3,Francisco Rivera,Brad Pickett,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Gegard Mousasi vs. Thales Leites,Gegard Mousasi,0,0,0,81,171,95,187,0,0,55,141,11,11,15,19,66,154,9,9,6,8,0,3,Gegard Mousasi,Thales Leites,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Gegard Mousasi vs. Thales Leites,Thales Leites,0,0,0,17,70,19,72,0,10,12,60,0,3,5,7,17,69,0,1,0,0,0,3,Gegard Mousasi,Thales Leites,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Mike Wilkinson vs. Makwan Amirkhani,Makwan Amirkhani,0,0,3,32,50,54,77,4,7,32,49,0,1,0,0,5,8,0,0,27,42,0,3,Mike Wilkinson,Makwan Amirkhani,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Mike Wilkinson vs. Makwan Amirkhani,Mike Wilkinson,0,2,1,13,23,70,94,0,0,13,23,0,0,0,0,1,6,1,1,11,16,0,3,Mike Wilkinson,Makwan Amirkhani,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Norman Parke vs. Rustam Khabilov,Norman Parke,0,0,0,17,72,17,72,1,3,6,53,4,8,7,11,15,68,0,1,2,3,0,3,Norman Parke,Rustam Khabilov,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Norman Parke vs. Rustam Khabilov,Rustam Khabilov,0,0,0,33,85,61,114,6,9,30,79,2,3,1,3,15,62,2,2,16,21,0,3,Norman Parke,Rustam Khabilov,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Scott Askham vs. Chris Dempsey,Chris Dempsey,0,0,0,6,10,20,24,1,4,2,5,2,3,2,2,0,0,5,9,1,1,0,1,Scott Askham,Chris Dempsey,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Scott Askham vs. Chris Dempsey,Scott Askham,1,0,1,7,9,13,15,1,2,6,6,1,3,0,0,3,4,1,2,3,3,0,1,Scott Askham,Chris Dempsey,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Teemu Packalen vs. Thibault Gouti,Teemu Packalen,1,1,0,6,11,6,11,0,0,6,11,0,0,0,0,2,5,0,0,4,6,0,1,Teemu Packalen,Thibault Gouti,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Teemu Packalen vs. Thibault Gouti,Thibault Gouti,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Teemu Packalen,Thibault Gouti,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Tom Breese vs. Keita Nakamura,Keita Nakamura,0,1,1,6,16,16,27,3,6,4,9,2,5,0,2,6,15,0,1,0,0,0,3,Tom Breese,Keita Nakamura,ufc fight night silva vs bisping,27-Feb-16
ufc fight night: silva vs bisping,Tom Breese vs. Keita Nakamura,Tom Breese,0,1,1,32,59,88,121,0,0,26,50,4,7,2,2,13,31,9,11,10,17,0,3,Tom Breese,Keita Nakamura,ufc fight night silva vs bisping,27-Feb-16
